LIMIT_BAL,GENDER,MARRIAGE,AGE,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,DEFAULT
150000,1,1,50,153249,154049,156523,159653,162866,157759,7900,6500,5700,5700,5700,5334,NO
150000,2,1,42,158844,149298,157537,162697,113925,116382,10004,10009,8014,5008,5012,5000,NO
160000,1,1,31,-3,-3,997,1798,800,0,0,1003,1804,202,0,50000,NO
160000,2,2,68,0,0,0,0,0,695,0,0,0,0,695,0,NO
160000,1,1,54,238,0,237,-300,300,150,0,237,0,600,0,234,NO
160000,1,1,65,390,780,0,780,390,930,780,0,780,390,930,0,NO
160000,2,1,59,5617,267,509,15695,515,515,267,509,15695,515,515,515,NO
160000,1,2,37,8460,0,0,0,0,0,0,0,0,0,0,0,NO
160000,1,2,35,12458,7146,11529,20860,0,780,7545,5000,10000,0,780,0,NO
160000,1,1,41,69554,72390,75521,78987,80891,62113,4000,5000,10000,4000,3000,6000,NO
170000,2,2,23,0,1010,970,290,590,1222,1010,970,290,590,1222,0,NO
170000,1,2,52,1866,5750,200,41467,1028,2643,5750,200,41467,1328,2643,126,NO
170000,1,1,68,19247,1230,2910,0,0,0,1230,2910,0,0,0,0,NO
170000,2,1,55,20699,11614,11487,14716,8172,8244,11614,11487,14743,8172,8244,13733,NO
170000,2,1,63,38137,39135,39872,40693,41334,42118,1934,1671,1657,1463,1666,1529,NO
170000,2,1,69,51054,52127,52651,53851,53095,54316,2489,2000,2048,1927,2104,2071,NO
170000,2,1,64,78429,81991,81688,100841,23528,32579,5000,3000,20000,5000,10000,10000,NO
170000,2,1,35,95780,109078,115606,121493,132016,145820,13298,9913,7900,10523,16289,3600,NO
170000,2,2,26,136113,137722,139384,141314,139252,139205,7000,7000,7000,5100,5300,5030,NO
170000,1,2,54,136485,87236,79244,59144,60228,61578,3602,3903,2265,2188,2353,2411,NO
180000,2,2,47,0,0,0,5436,100,9330,0,0,5436,100,9330,0,NO
180000,2,1,39,0,8016,1200,0,0,0,8016,1200,0,0,0,0,NO
180000,2,1,40,316,316,316,396,396,3306,316,316,396,396,3306,3306,NO
180000,2,2,43,543,-535,2145,12532,655,390,0,3212,12532,655,157,2063,NO
180000,2,1,63,780,0,390,780,0,0,0,780,780,0,0,0,NO
180000,2,1,53,1091,2062,0,0,6017,0,2062,0,0,6017,0,0,NO
180000,2,1,57,1242,0,0,0,0,0,0,0,0,0,0,0,NO
180000,2,1,51,1473,22969,27315,13315,8194,12800,22969,27392,13315,9000,12800,9460,NO
180000,1,1,60,2745,3873,3275,2347,3020,2193,3884,3284,2354,3029,2199,12553,NO
180000,2,1,63,3122,-26214,98834,34677,55634,44325,16,130000,40057,56000,10000,66000,NO
180000,1,1,26,3690,15618,4685,238,218,6690,15682,4699,238,218,6710,11949,NO
180000,2,2,29,4819,5240,999,495,1776,79785,1010,1003,496,1781,81032,3600,NO
180000,2,1,58,4824,1001,13413,8577,8596,24297,1001,13413,8577,8596,24297,26134,NO
180000,1,2,31,5904,5715,2378,10396,2527,2173,5739,2385,10427,2534,2179,13903,NO
180000,2,1,42,7823,9549,1968,1800,8198,511,9549,1968,1800,8198,0,844,NO
180000,2,2,58,8657,6847,18762,22928,3129,2398,6847,18762,22928,0,2398,23149,NO
180000,2,1,28,36484,24049,89271,1946,11859,506,24049,91272,162,11859,506,1304,NO
180000,2,3,41,81147,172920,176711,127004,114179,129622,101522,10264,4598,9600,20000,5000,NO
180000,1,2,51,106765,99297,69691,71234,72930,75734,10000,5000,2703,3000,4013,10000,NO
180000,2,1,24,130500,47346,48176,49140,48129,45759,47346,1678,1642,2000,2000,1424,NO
180000,2,2,27,152122,98901,101689,102925,0,0,10000,6500,5000,0,0,0,NO
180000,1,1,31,158843,152507,143489,146139,73718,137304,6029,7035,10007,20000,4000,10000,NO
180000,1,2,52,164222,169073,171820,160018,164717,151235,7500,5900,6000,7000,7000,5000,NO
180000,2,1,69,166569,144637,137261,135904,127905,129465,6000,6382,5000,4649,5084,4564,NO
180000,1,1,42,171992,175427,150965,71478,72955,74426,6099,4427,1949,2007,2030,2000,NO
180000,1,1,27,176911,172605,182641,135892,135411,126808,0,15000,0,4500,5000,5000,NO
190000,2,1,34,1675,4873,3468,27395,0,148120,4873,3472,27403,0,148120,6546,NO
190000,1,1,43,90580,72260,80337,84221,91805,100053,10000,10000,10000,9000,10000,22000,NO
190000,2,1,43,93359,95376,98954,101512,106708,109639,3404,4954,4512,6708,4639,4793,NO
190000,2,1,43,191869,193660,174848,124776,92684,100151,7305,6099,4793,3684,12251,1265,NO
200000,2,2,43,0,2112,723,150,150,2478,2112,981,150,0,2478,5377,NO
200000,2,1,43,623,623,5477,623,623,773,623,5477,623,623,773,623,NO
200000,2,2,43,830,-6,-6,657,2088,150,0,0,663,2088,150,594,NO
200000,1,1,43,1144,2480,3372,1081,2384,6595,2506,3380,1085,2394,6601,29708,NO
200000,1,1,43,1243,1435,1270,3783,2522,1261,1453,1270,4000,0,0,1436,NO
200000,1,1,43,1435,1270,3783,2522,1261,1436,1270,4000,0,0,1436,1261,NO
200000,2,1,43,1875,2239,316,2681,3486,2296,2239,316,2681,3486,2296,3413,NO
200000,2,1,43,2893,0,230,2059,0,0,0,230,2059,0,0,0,NO
200000,1,1,43,3005,4709,7544,9409,57023,2770,4709,7574,9497,57023,2770,1904,NO
200000,2,2,43,5853,5512,492,2038,316,1226,1024,492,2038,0,1226,1582,NO
200000,1,3,43,9873,-709,10291,0,582,291,0,11000,0,873,0,291,NO
200000,2,2,43,10000,10000,10000,10301,10000,10000,10000,10000,10301,10000,10000,10000,NO
200000,1,1,43,18422,13546,3820,0,0,0,1127,3820,0,0,0,0,NO
200000,2,1,43,113570,113974,117248,104889,103668,105467,4149,5571,5221,4001,4001,4001,NO
200000,2,1,43,132823,132700,182868,166755,111450,53049,71998,116000,3771,2229,37609,40000,NO
200000,1,1,43,142291,152679,148682,146505,150963,146553,14200,0,7000,7000,6500,11000,NO
200000,1,1,43,144678,140804,136437,135253,134629,134309,5090,5014,5009,4844,5002,4902,NO
200000,1,1,43,145901,144678,140804,136437,135253,134629,5216,5090,5014,5009,4844,5002,NO
200000,1,1,43,146206,150404,154977,157166,160870,164101,5404,5854,5000,5000,4600,5000,NO
200000,2,1,43,171647,167478,178983,180784,184201,187467,0,14500,6400,7000,7000,7000,NO
200000,2,2,43,180680,184436,188181,190775,196449,192085,8155,8302,7225,10153,6987,5262,NO
200000,2,1,43,198595,194734,190447,187224,183641,178239,7003,7000,7000,6510,6550,6001,NO
200000,2,1,43,200898,197438,200912,145658,146351,149667,10000,9000,6000,6000,6000,6000,NO
200000,1,1,43,202225,-4359,190829,96686,100131,102467,1029,200000,10000,5000,4000,4000,NO
210000,2,2,43,-3309,177952,167125,139784,142662,145725,184212,5482,3493,3590,3815,3876,NO
210000,1,2,43,0,0,38013,40555,45075,37056,0,38013,3000,5000,3000,3000,NO
210000,2,1,43,0,981,2148,0,0,0,981,2148,0,0,0,0,NO
210000,2,1,43,0,0,0,0,0,0,0,0,0,0,0,0,NO
210000,2,1,43,3088,5045,8024,1292,1000,3340,5056,8042,1292,1000,3340,7941,NO
210000,2,2,43,3577,1003,0,0,0,0,1003,0,0,0,0,150,NO
210000,2,2,43,7605,1170,0,0,0,0,1170,0,0,0,0,3015,NO
210000,1,1,43,47025,45456,44048,15398,8657,3180,2300,1326,400,230,100,112136,NO
210000,1,1,43,48540,38410,40291,31869,32186,25554,4000,5013,4000,5000,5000,5000,NO
210000,2,1,43,80527,82332,84043,88508,85802,85280,4000,4000,7000,0,3500,7000,NO
210000,2,1,43,91152,92917,90651,85295,80416,76946,3348,3381,3400,2684,2744,2892,NO
210000,2,2,43,180962,181870,159975,138349,112371,111979,6601,5085,4087,4220,27704,73000,NO
210000,2,1,43,190693,169931,173389,154440,155592,116249,7000,7000,10005,6193,4231,5000,NO
210000,1,1,43,197743,201949,208690,211925,48724,49743,7500,10000,9085,1744,1804,1816,NO
210000,2,2,43,209781,180962,181870,159975,138349,112371,6500,6601,5085,4087,4220,27704,NO
220000,2,1,43,316,316,316,956,1087,316,316,316,956,1087,316,4342,NO
220000,2,1,43,6873,4911,2080,2080,4160,2080,2230,0,2080,2080,2080,4160,NO
220000,1,1,43,7695,2701,98376,3874,5226,14973,2725,98875,3893,5252,15047,3980,NO
220000,1,2,43,44177,25736,19292,18900,13580,33150,1006,32906,18900,13580,33150,0,NO
220000,2,1,43,64792,65463,66834,68221,69576,71035,2344,2427,2500,2490,2580,2593,NO
220000,1,1,43,84466,84356,84151,83591,83789,83885,4000,4000,3500,3500,3500,3500,NO
220000,2,1,43,215050,211239,207821,209795,144729,148139,9029,10000,9084,10042,10000,10000,NO
220000,2,2,43,223022,215787,220680,219459,177765,175238,7750,8397,7349,6518,7000,7000,NO
230000,2,1,43,0,3832,1823,3646,1823,1823,5655,0,3646,0,1823,1823,NO
230000,2,1,43,0,0,200,43998,23400,13000,0,200,43998,52,13000,26200,NO
230000,2,1,43,416,1099,2508,976,416,416,1099,2508,976,416,416,416,NO
230000,2,1,43,1099,2508,976,416,416,416,2508,976,416,416,416,416,NO
230000,1,2,43,1156,10892,20039,29045,74551,92182,10000,10000,10000,1681,103197,3267,NO
230000,2,1,43,3451,5560,1180,8563,5180,2524,5587,1186,8605,5201,2532,4759,NO
230000,1,1,43,3472,4053,4503,4964,4400,3979,1061,1275,1000,200,0,227,NO
230000,2,1,43,7075,7806,8392,8967,8729,10816,1279,1295,1300,468,2816,5893,NO
230000,2,1,43,7806,8392,8967,8729,10816,15893,1295,1300,468,2816,5893,5977,NO
230000,1,1,43,9462,9701,10277,13148,12834,13861,1000,1000,3000,0,1200,0,NO
230000,2,2,43,39677,39261,38228,36542,35989,34347,5000,5000,3000,3459,4000,5000,NO
230000,2,1,43,41435,42106,43532,44504,44267,45564,1674,3000,2011,1574,2000,2000,NO
230000,2,1,43,84821,87055,87601,89762,92735,95768,4293,4162,5000,5000,5000,5000,NO
240000,1,1,43,0,0,0,0,0,0,0,0,0,0,0,0,NO
240000,2,1,43,0,0,0,12700,12500,26225,0,0,12700,0,13725,0,NO
240000,2,1,43,54,0,0,177,199,559,0,0,177,200,559,0,NO
240000,1,1,43,3645,9077,4234,7118,8187,8708,9088,4234,7118,8187,8708,9291,NO
240000,2,1,43,4522,1868,7182,6398,2498,3466,1868,7208,6450,2498,3466,2156,NO
240000,1,2,43,5740,0,0,0,0,0,0,0,0,0,0,0,NO
240000,2,1,43,7994,20487,27770,22920,4779,7640,20487,27783,22920,4952,7640,14003,NO
240000,2,1,43,8862,3220,0,0,0,0,3220,0,0,0,0,0,NO
240000,2,1,43,48502,49001,47026,45827,39527,40868,2200,1923,1682,2000,2000,1300,NO
240000,2,1,43,50120,48502,49001,47026,45827,39527,1781,2200,1923,1682,2000,2000,NO
240000,2,1,43,61190,62506,63864,65130,66494,67441,2300,2400,2329,2411,2050,2000,NO
240000,1,2,43,73462,82677,76248,79684,58231,7100,65361,30646,70204,10000,7100,8318,NO
240000,1,1,43,191453,193548,190288,186770,180458,178722,8500,8300,7000,7000,7000,6500,NO
240000,2,2,43,225159,216829,27620,24873,24511,24000,20000,27662,24873,24511,24000,37645,NO
240000,1,2,43,236238,225318,202513,198720,192574,195682,8763,7539,8267,7012,8010,8499,NO
250000,2,1,43,-6,1298,826,2044,-16,-16,1304,830,2054,0,0,0,NO
250000,2,1,43,278,278,278,278,278,428,278,278,278,278,428,278,NO
250000,2,1,43,331,0,0,0,0,0,0,0,0,0,0,0,NO
250000,2,1,43,399,508,-3,-3,51169,51482,508,3,24,51800,1826,1787,NO
250000,2,1,43,1041,6854,3774,4508,2916,4969,6854,0,4508,2916,4969,0,NO
250000,2,2,43,2177,2000,12327,10538,8712,3002,2000,12327,211,174,2228,5642,NO
250000,2,1,43,8443,13782,22997,24209,23122,4000,13829,22997,25071,23122,4000,28650,NO
250000,2,1,43,17454,-50,45297,17371,11481,5922,24890,48394,0,5461,15000,6000,NO
250000,2,1,43,34200,0,110801,0,18805,0,0,110801,0,18805,0,0,NO
200000,2,0,45,45876,35732,18000,27404,2644,2262,1732,1000,27404,2644,2262,4500,NO
200000,2,1,45,54721,52285,48615,41322,0,4300,2209,2109,10006,0,4300,1191,NO
200000,2,1,45,69288,0,1800,1795,58932,29331,0,1800,2000,60000,29331,0,NO
200000,2,2,45,69817,71272,76740,67480,68843,70266,2049,6104,1839,1862,1918,2149,NO
200000,1,3,45,74416,75891,77516,79088,80141,81833,3061,3200,3196,2700,2714,8918,NO
200000,1,1,45,97933,78409,58998,60219,61748,64220,3200,2200,2200,2500,3500,90000,NO
200000,1,1,45,98974,36829,31707,44433,4155,2114,10000,31727,44626,18,2124,9844,NO
200000,2,1,45,144249,144423,139978,126213,93788,94875,6097,8039,5112,5000,5008,4019,NO
200000,2,1,45,144314,147532,147911,57903,60117,61828,7008,8000,5000,3000,3000,3000,NO
200000,1,1,45,197600,200378,162374,154234,143953,147834,10265,6061,7048,5016,10294,5136,NO
200000,1,1,45,200378,162374,154234,143953,147834,147373,6061,7048,5016,10294,5136,5225,NO
200000,1,2,45,200996,194699,183344,153880,155359,158776,9200,9000,8000,6000,6000,6000,NO
210000,2,1,45,-200,-200,-200,0,2000,0,0,0,200,2000,0,0,NO
210000,2,2,45,0,0,0,0,0,0,0,0,0,0,0,0,NO
210000,2,2,45,316,312,2368,316,316,316,312,2376,316,316,316,8611,NO
210000,2,1,45,430,430,430,430,430,430,430,430,430,430,430,10798,NO
210000,2,2,45,467,2050,416,416,416,416,2050,416,416,416,416,416,NO
210000,1,2,45,2563,5854,1032,788,3499,3372,5854,1032,788,3565,3372,15381,NO
210000,1,1,45,82902,84897,56023,57137,58333,59373,3814,2931,2045,2117,2010,1853,NO
210000,2,1,45,124147,81641,54971,37849,42240,32981,5000,5000,4000,5000,1500,4000,NO
210000,2,1,45,203273,188955,183774,152509,136376,131656,6515,7113,6011,4471,4513,4261,NO
210000,2,1,45,209495,213691,214177,192223,125412,113281,8000,10730,7100,4052,4000,3300,NO
180000,1,1,42,191309,174775,174702,176816,180911,123229,175100,7000,5000,5309,5288,3000,YES
230000,2,1,52,280,260,240,220,200,142,0,0,0,0,0,142,YES
200000,1,1,28,389,778,389,389,389,775,779,391,390,390,776,1,YES
210000,1,1,41,780,390,390,390,780,390,0,780,390,780,0,390,YES
160000,1,1,48,67771,69535,70848,71739,73090,74490,3400,3000,2600,2600,2700,2800,YES
100000,2,2,50,82583,83398,85103,86802,88912,90400,3035,3100,3100,3500,3500,7100,YES
300000,1,1,51,259513,257866,261088,257288,256369,212395,10000,15000,9500,11000,9000,6000,YES
310000,2,1,50,259874,236662,220421,224801,229520,234145,8874,7984,8029,8324,8435,8552,YES
200000,1,1,38,260739,237527,221286,225666,230385,235010,9739,8849,8894,9189,9300,0,YES
450000,1,1,38,16153,19746,19179,22150,22707,22251,3380,-765,2495,235,0,1521,YES
100000,1,1,55,16918,20511,19944,22915,23472,23016,4145,0,3260,1000,0,2286,YES
30000,2,1,50,26590,25869,26947,27529,24909,24576,0,1800,1370,1264,2078,836,YES
30000,2,1,35,30374,29038,27737,29499,30124,26855,0,1500,2182,1200,0,2302,YES
120000,1,2,51,125406,123819,122209,122047,122019,130079,4400,4436,4370,4440,12600,4500,YES
450000,2,1,32,2000,0,1173,0,6265,2374,0,1173,0,6265,2374,708,YES
200000,2,1,60,2500,2500,2500,2500,0,500,1500,2500,500,0,0,0,YES
70000,1,1,44,11572,11095,12109,12905,14683,15435,0,1204,1000,2000,1000,1500,YES
130000,1,1,28,11072,10595,11609,12405,14183,14935,0,704,500,1500,500,1000,YES
230000,2,1,56,183500,147525,147391,149904,151816,103443,7000,5500,7000,6066,4000,5000,YES
50000,1,1,44,35417,36453,37166,39710,40519,41324,1908,1621,3165,1600,1620,0,YES
360000,2,1,50,14551,10782,1335,3191,4318,7564,4551,5782,3318,2564,5000,0,YES
500000,2,1,50,0,2826,2652,2835,8896,3850,2826,2652,2835,8896,3850,711,YES
80000,1,1,44,63144,65631,68875,70646,72870,75018,3500,4330,3500,3500,3500,5100,YES
20000,2,1,50,0,0,0,0,0,0,0,0,0,0,0,0,YES
140000,2,2,28,0,0,0,0,0,0,0,0,0,0,0,0,YES
50000,1,1,36,390,390,390,390,390,390,390,390,390,390,390,390,YES
230000,1,1,49,2500,0,0,0,0,0,0,0,0,0,0,0,YES
20000,2,1,35,2730,5461,6218,5970,8945,9896,2800,1000,0,3100,1100,0,YES
200000,1,2,30,3030,7277,6655,3455,0,1930,7007,6655,3455,0,1930,5450,YES
10000,1,2,42,7700,8595,9273,9774,9973,9638,1293,1235,1000,199,193,197,YES
20000,1,1,55,12961,13668,13145,15023,14510,13854,1209,0,2087,0,550,0,YES
20000,1,1,49,18618,18040,17471,16893,21318,20412,0,0,0,4726,0,0,YES
180000,2,1,31,20554,21560,22587,23599,24069,24573,1353,1380,1392,862,892,1000,YES
50000,2,2,58,47731,45925,47041,49180,47500,48479,0,2200,3600,0,1763,1725,YES
50000,2,1,46,52659,51213,51696,50422,30145,30203,4,2346,2155,1046,1073,1246,YES
50000,2,2,58,60458,54438,53605,0,0,0,0,1100,0,0,0,0,YES
80000,1,1,40,81647,65470,73855,41003,29690,27596,5500,10000,7003,4700,3600,3500,YES
120000,2,1,52,121709,78369,61849,57737,59174,60651,99,8800,2700,3000,2600,2200,YES
450000,1,1,37,156875,154853,152936,150996,149094,147297,11000,11000,11000,11000,11000,11000,YES
300000,1,1,53,274750,0,0,411,261,8561,0,0,411,0,8300,0,YES
360000,2,1,41,353176,353782,303494,260113,263229,268446,13869,11644,12307,9474,9662,9794,YES
180000,2,1,58,0,0,0,0,0,0,0,0,0,0,0,0,YES
280000,2,2,27,2500,2500,2500,2500,2500,2500,0,0,0,0,0,0,YES
20000,1,1,39,17870,18740,19343,19402,11731,0,1462,1367,682,627,0,0,YES
30000,2,1,39,18563,19647,20725,21774,22114,22607,1700,1700,1700,1000,1000,2000,YES
20000,1,1,60,19724,19581,0,0,0,0,1000,0,20500,0,0,0,YES
70000,2,1,41,48367,49358,50396,51462,52609,53708,1796,1834,1900,2000,1945,2000,YES
70000,2,1,50,70457,73562,71818,70579,33946,34701,6454,0,3075,1214,1301,1626,YES
280000,2,1,50,-200,-200,-200,-200,-200,-200,0,0,0,0,0,200,YES
360000,1,1,28,-3,-3,590,-10,2162,3528,0,593,0,2172,3545,0,YES
110000,2,1,60,390,390,390,390,780,0,390,390,390,780,0,390,YES
30000,1,1,59,390,390,390,390,390,1320,390,390,390,390,1320,0,YES
20000,1,1,56,6015,7759,8486,8208,7930,8650,2000,1000,0,0,1000,0,YES
20000,2,1,33,8803,11137,10672,11201,12721,11946,2800,0,1000,2000,0,0,YES
30000,1,2,28,13486,12984,13991,14114,14406,14692,0,1528,651,668,674,683,YES
20000,1,3,46,15281,16316,17347,18055,18755,20299,1596,1600,1300,1000,2000,0,YES
20000,1,2,40,16357,19074,18482,20329,19616,19303,3000,0,2300,0,0,0,YES
20000,1,2,53,19074,18482,20329,19616,19303,1013,0,2300,0,0,0,2821,YES
20000,2,1,41,19328,18711,17657,20000,0,0,0,1700,3000,0,0,0,YES
30000,2,2,43,21767,24764,24031,25001,24531,21743,3363,0,1600,0,2000,0,YES
80000,1,2,32,24756,29818,29060,31133,24135,22970,5500,13,4000,5,2005,2005,YES
30000,2,1,42,28084,29299,28741,30467,29858,28898,1950,200,2492,0,580,0,YES
170000,1,1,52,44619,45386,46365,47304,47727,49315,1800,2000,2000,1500,2500,0,YES
140000,2,2,32,62042,63445,63729,63751,65421,68070,3000,2000,2000,2000,3000,3000,YES
70000,2,1,27,68766,70772,71622,68443,72210,70267,3700,2604,0,5001,9,2603,YES
80000,2,3,48,80893,79175,78713,80684,50400,50058,2799,3300,3600,1568,1625,1649,YES
120000,2,3,33,82172,80266,85919,86910,87893,86370,0,7898,3300,3300,0,3149,YES
230000,1,1,29,208459,206331,203813,201331,198999,191671,7536,7277,7100,7120,6844,6945,YES
80000,2,1,36,-2,759,596,-4,1426,1300,761,597,0,1430,1309,1844,YES
350000,1,1,34,0,1150,4576,0,0,1206,1150,4576,0,0,1206,0,YES
150000,2,1,43,0,0,0,0,0,0,0,0,0,0,0,0,YES
200000,2,1,56,0,0,0,0,0,0,0,0,0,0,0,0,YES
280000,1,1,46,495,109,-780,-1170,1473,558,4,390,0,3033,558,1320,YES
270000,2,1,52,836,836,836,836,1972,986,836,836,836,1972,0,836,YES
30000,2,1,52,1950,1950,1950,1950,1950,1950,0,0,0,0,0,0,YES
220000,1,1,40,1994,1598,6944,7161,1534,11248,1606,6978,7196,1541,11304,483,YES
160000,2,2,39,3128,5156,1089,489,3177,1009,5156,1089,0,3177,1009,0,YES
100000,1,1,41,4814,8311,8031,5790,3860,2599,3591,0,0,0,0,2712,YES
30000,2,1,39,5867,5621,4090,2829,2108,1801,0,0,0,1801,0,0,YES
320000,1,1,55,9955,3465,84421,886,11741,4317,3465,84440,886,11533,4317,52466,YES
220000,2,1,40,19024,20424,19798,21468,20986,22469,2000,0,2000,0,2000,2000,YES
120000,1,1,39,27497,27960,28996,29321,29803,30511,1200,1800,1100,1100,1350,1500,YES
50000,2,2,42,46554,50774,49551,22673,17147,17505,5000,0,2300,1000,635,580,YES
80000,1,1,53,48463,49484,50372,51246,52279,53069,2100,2000,2000,2000,1800,1000,YES
100000,1,1,41,101761,101801,101863,101729,98103,99521,3856,3919,3986,3865,3760,3863,YES
140000,2,1,54,113079,109796,112144,114789,115590,118221,0,5600,6000,4200,4500,4600,YES
140000,2,1,59,137730,137498,137187,136807,136631,136080,4990,4975,4897,5029,4792,4987,YES
150000,2,2,39,149892,137990,136171,100508,102610,101682,6780,4800,3496,3618,4000,3497,YES
170000,1,1,30,170359,178514,98196,100108,95629,89472,11700,3600,3500,3500,3300,3500,YES
180000,2,1,38,178854,177159,177477,176197,170173,139649,2600,5022,5000,6000,7000,6000,YES
240000,1,1,51,184427,188583,191992,185383,179565,92788,7001,6180,6000,5951,5285,192557,YES
30000,2,1,30,347,1353,78,135,68,193,1353,78,135,68,423,140,YES
20000,1,1,58,390,390,390,21515,2942,0,390,390,10728,59,0,0,YES
160000,1,1,27,759,-660,-660,-660,340,596,209,0,0,1000,596,1436,YES
170000,1,1,54,792,-2604,396,792,396,396,0,3396,792,0,396,396,YES
20000,1,1,32,1472,211,-1050,-1440,-1830,780,0,0,0,0,3000,0,YES
80000,1,1,50,7431,9895,9937,9629,10571,10749,2600,350,0,1100,500,1300,YES
150000,1,1,49,14496,15546,16303,15744,16582,17166,1600,1300,0,1100,1000,1000,YES
30000,1,1,33,22957,23978,26749,28085,27344,26768,1707,3478,2073,0,0,1129,YES
30000,1,1,55,23978,26749,28085,27344,26768,27454,3478,2073,0,0,1129,1163,YES
30000,1,1,45,24911,26241,27512,27831,28795,29285,1750,2000,1240,1200,1100,0,YES
50000,1,1,32,25551,22957,18027,13836,14966,13220,2733,759,500,6326,3259,2281,YES
60000,2,2,49,44041,46810,45781,48814,49802,51034,3810,0,3814,1802,2034,4459,YES
50000,2,1,33,45608,44619,44856,32461,49916,29117,0,1600,871,30347,0,0,YES
50000,2,1,42,47349,46353,38081,16970,17695,18401,1892,2600,2000,1000,1000,1500,YES
50000,2,2,57,50525,0,0,0,0,0,0,0,0,0,0,0,YES
50000,2,1,40,50990,49123,50820,50706,30636,30501,2100,2500,3820,1636,1501,1700,YES
80000,2,1,28,82150,0,0,0,0,0,0,0,0,0,0,0,YES
140000,1,1,27,108660,105504,113177,113622,116396,115826,0,10970,3805,4747,1932,8337,YES
120000,1,1,50,118709,120580,118684,88557,91124,88094,5000,5007,4000,4003,4003,4000,YES
130000,2,1,54,125824,80801,81929,41671,42034,32219,4000,4000,3000,2500,1500,2000,YES
140000,2,2,52,131795,134083,125360,99313,90623,92425,6743,5421,3926,3290,3310,3424,YES
200000,1,1,32,152519,148751,144076,8174,8198,7918,0,0,8222,300,0,1000,YES
500000,2,1,47,-1,33982,37844,9441,12700,19267,35436,37311,9442,5001,10001,95478,YES
260000,2,2,54,0,0,0,0,0,0,0,0,0,0,0,0,YES
240000,2,1,47,0,222,1900,0,0,5435,222,1900,0,0,5435,7000,YES
120000,2,1,40,0,2228,0,0,0,672,2228,0,0,0,672,2507,YES
200000,1,1,44,0,0,0,0,0,0,0,0,0,0,0,0,YES
360000,1,1,34,1,612,223,-166,-555,-944,1001,1,1,1,1,1,YES
230000,2,1,30,316,316,2310,316,316,316,316,2310,316,316,316,316,YES
160000,2,1,56,749,3883,3584,1830,390,390,3894,3594,2246,390,390,390,YES
330000,2,1,47,880,2304,0,440,0,115,2304,0,440,0,115,0,YES
30000,1,1,30,2450,4765,3767,4151,3940,3697,4777,3770,4151,3940,3697,843,YES
20000,2,1,32,8287,10978,11207,11227,12042,12850,3000,700,500,1000,1000,1000,YES
50000,1,1,32,8728,10726,11257,11772,12574,13369,2152,1000,1000,1000,1000,1000,YES
10000,1,1,57,8857,9964,9654,10348,10044,10009,1400,0,1000,0,515,344,YES
30000,2,1,27,11223,10746,13545,13531,13017,14008,0,2993,500,0,1200,0,YES
